run_id,jour_local,fenetre,mf_wmo,cc_avg,cc_max,cc_low_avg,cc_mid_avg,precip_sum,temp_c_avg,visi_m_min,humi_avg,cc_hours,cc_low_hours,cc_mid_hours,precip_hours,temp_c_hours,wmo_hours,source
30210594532,2026-07-26,Soir,0,24.1,59.5,21.58,0.0,0.0,19.43,19999.65,0.68,"[52.0, 59.5, 9.0, 0.0, 0.0, null]","[52.0, 59.5, 9.0, 0.0, 0.0, 9.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[21.5, 20.6, 20.0, 19.1, 18.0, 17.4]","[2, 2, 0, 0, 0, null]",hora_diag
30210594532,2026-07-27,Après-midi,0,13.5,35.0,17.33,0.0,0.0,21.75,19999.89,0.59,"[35.0, null, null, 5.5, null, 0.0]","[35.0, 39.0, 24.5, 5.5, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[21.0, 21.7, 22.1, 22.0, 21.9, 21.8]","[1, null, null, 0, null, 0]",hora_diag
30210594532,2026-07-27,Matin,1,44.17,63.0,40.4,0.0,0.0,16.16,1506.91,0.86,"[13.5, 35.0, 58.0, 33.5, 62.0, 63.0]","[13.5, 35.0, 58.0, 33.5, 62.0, null]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[14.2, 14.1, 15.0, 17.2, null, 20.3]","[1, 1, 2, 1, 2, 2]",hora_diag
30210594532,2026-07-27,Nuit,0,12.08,27.0,12.08,0.0,0.0,16.0,5698.76,0.9,"[0.0, 12.5, 9.0, 5.0, 27.0, 19.0]","[0.0, 12.5, 9.0, 5.0, 27.0, 19.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[17.0, 16.6, 16.6, null, 15.1, 14.7]","[0, 0, 0, 0, 1, 1]",hora_diag
30210594532,2026-07-27,Soir,0,0.0,0.0,0.0,0.0,0.0,20.05,19999.72,0.73,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[null, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[21.3, 20.6, 19.7, 18.6, null, null]","[0, 0, 0, 0, 0, 0]",hora_diag
30237293821,2026-07-27,Après-midi,0,20.92,67.5,20.92,0.0,0.0,21.45,19999.78,0.6,"[67.5, 36.0, 19.5, 2.5, 0.0, 0.0]","[67.5, 36.0, 19.5, 2.5, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[20.7, 21.1, 21.5, 21.7, 21.9, 21.8]","[2, 1, 1, 0, 0, 0]",hora_diag
30237293821,2026-07-27,Matin,2,83.0,100.0,83.0,0.0,0.0,17.3,19999.92,0.8,"[39.5, 99.0, 97.5, 100.0, 79.0, 83.0]","[39.5, 99.0, 97.5, 100.0, 79.0, 83.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[15.7, 14.6, 15.6, 17.9, 19.7, 20.3]","[2, 3, 3, 3, 2, 2]",hora_diag
30237293821,2026-07-27,Soir,0,0.0,0.0,0.0,0.0,0.0,19.05,19999.78,0.72,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[21.4, 20.5, 19.7, 18.8, 17.6, 16.3]","[0, 0, 0, 0, 0, 0]",hora_diag
30237293821,2026-07-28,Après-midi,0,0.0,0.0,0.0,0.0,0.0,28.48,19999.67,0.39,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[25.5, 27.2, 28.7, 29.7, 30.4, 29.4]","[0, 0, 0, 0, 0, 0]",hora_diag
30237293821,2026-07-28,Matin,0,0.0,0.0,0.0,0.0,0.0,16.5,504.88,0.83,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[null, 0.0, 0.0, 0.0, null, null]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[13.0, 13.0, 14.2, 16.6, 19.5, 22.7]","[45, 0, 0, 0, 0, 0]",hora_diag
30237293821,2026-07-28,Nuit,0,10.0,41.5,10.0,0.0,0.0,14.53,184.89,0.96,"[0.0, 0.0, 0.0, 5.5, 41.5, 13.0]","[0.0, 0.0, 0.0, 5.5, 41.5, 13.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[15.5, 15.5, 15.5, 14.3, 13.3, 13.1]","[0, 0, 0, 0, 45, 45]",hora_diag
30237293821,2026-07-28,Soir,0,0.0,0.0,0.0,0.0,0.0,26.92,19999.64,0.43,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[27.8, 28.1, 28.4, 26.9, 25.7, 24.6]","[0, 0, 0, 0, 0, 0]",hora_diag
30285036844,2026-07-27,Soir,0,0.0,0.0,0.0,0.0,0.0,19.0,19999.95,0.73,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[21.1, 20.4, 19.6, 18.8, 17.7, 16.4]","[0, 0, 0, 0, 0, 0]",hora_diag
30285036844,2026-07-28,Après-midi,0,0.0,0.0,0.0,0.0,0.0,28.02,19999.95,0.41,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[25.3, 26.8, 28.5, 29.7, 29.1, 28.7]","[0, 0, 0, 0, 0, 0]",hora_diag
30285036844,2026-07-28,Matin,0,54.2,95.5,53.6,0.0,0.01,16.0,104.78,0.86,"[95.5, 88.5, 87.0, null, 0.0, 0.0]","[95.5, 88.0, 84.5, 0.0, 0.0, null]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.01, 0.01, 0.01, 0.0, 0.0, 0.0]","[12.8, 12.8, 13.2, 16.0, 19.0, 22.2]","[45, 45, 45, null, 0, 0]",hora_diag
30285036844,2026-07-28,Nuit,0,29.42,97.5,29.42,0.0,0.0,14.72,114.7,0.97,"[0.0, 0.0, 1.0, 13.0, 65.0, 97.5]","[0.0, 0.0, 1.0, 13.0, 65.0, 97.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.01]","[15.9, 15.8, 15.6, 14.5, 13.6, 12.9]","[0, 0, 0, 1, 45, 45]",hora_diag
30285036844,2026-07-28,Soir,0,0.0,0.0,0.0,0.0,0.0,26.43,19999.94,0.45,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[27.8, 27.3, 27.2, 26.7, 25.2, 24.4]","[0, 0, 0, 0, 0, 0]",hora_diag
30422460165,2026-07-29,Après-midi,0,0.0,0.0,0.0,0.0,0.0,25.63,19999.75,0.57,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[26.1, 26.5, 27.3, 25.8, 24.9, 23.2]","[0, 0, 0, 0, 0, 0]",hora_diag
30422460165,2026-07-29,Matin,0,0.17,1.0,0.17,0.0,0.0,18.28,4381.64,0.81,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[15.6, 15.0, 16.2, 19.5, null, 25.1]","[0, 0, 0, 0, 0, 0]",hora_diag
30422460165,2026-07-29,Soir,0,0.17,1.0,0.17,0.0,0.0,20.68,19999.72,0.77,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[22.8, 22.2, 21.5, 20.2, 19.0, 18.4]","[0, 0, 0, 0, 0, 0]",hora_diag
30422460165,2026-07-30,Après-midi,1,39.92,100.0,28.33,0.0,0.0,23.18,19999.86,0.6,"[100.0, 17.0, 65.0, 57.5, 0.0, 0.0]","[41.0, 17.0, 63.5, 48.5, 0.0, 0.0]","[null, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[22.5, 22.8, 23.1, 23.4, 23.7, 23.6]","[3, 1, 2, 2, 0, 0]",hora_diag
30422460165,2026-07-30,Matin,3,97.67,100.0,46.58,58.83,0.05,19.32,19999.72,0.87,"[100.0, 100.0, 100.0, 100.0, 100.0, 86.0]","[17.0, 13.0, 10.0, 99.0, 81.5, 59.0]","[100.0, 100.0, 1.0, 53.0, 99.0, 0.0]","[0.0, 0.0, 0.3, 0.0, 0.0, 0.0]","[17.9, 18.2, 18.4, 19.2, 20.4, 21.8]","[3, 3, 63, 3, 3, 3]",hora_diag
30422460165,2026-07-30,Nuit,1,67.92,100.0,1.58,2.92,0.0,17.62,19999.8,0.95,"[0.0, 75.0, 45.5, 87.0, 100.0, 100.0]","[0.0, 0.0, 0.5, 3.0, 0.5, 5.5]","[0.0, 0.0, 0.0, 6.0, 11.5, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[18.0, 17.7, 17.6, 17.4, 17.3, 17.7]","[0, 0, 0, 0, 0, 0]",hora_diag
30422460165,2026-07-30,Soir,2,96.25,100.0,0.0,0.0,0.0,20.76,19999.7,0.75,"[77.5, 100.0, 100.0, 100.0, 100.0, 100.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[23.0, 21.8, 20.6, 19.6, 18.8, null]","[0, 0, 0, 0, 0, 0]",hora_diag
30647417255,2026-07-31,Soir,0,40.33,100.0,0.0,0.0,0.0,18.9,19999.76,0.56,"[100.0, 19.0, 43.0, 3.0, 76.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[21.0, 20.1, 19.3, 18.4, 17.5, 17.1]","[0, 0, 0, 0, 0, 0]",hora_diag
30647417255,2026-08-01,Après-midi,2,61.0,100.0,0.0,0.0,0.0,21.36,19999.66,0.48,"[0.0, null, 5.0, 100.0, 100.0, 100.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[20.8, 21.4, 22.0, 22.0, null, 20.6]","[0, null, 0, 0, 0, 0]",hora_diag
30647417255,2026-08-01,Matin,0,0.0,0.0,0.0,0.0,0.0,17.03,19999.77,0.69,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[15.4, 14.3, 15.4, 17.9, 19.2, 20.0]","[0, 0, 0, 0, 0, 0]",hora_diag
30647417255,2026-08-01,Nuit,1,31.25,98.5,0.0,0.0,0.0,15.63,19999.79,0.78,"[3.0, null, null, 23.5, 98.5, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[16.9, 16.6, 15.9, 14.8, 14.5, 15.1]","[0, null, null, 0, 0, 0]",hora_diag
30647417255,2026-08-01,Soir,1,50.0,100.0,0.0,20.42,0.0,19.07,19999.69,0.57,"[null, 100.0, 99.5, null, 0.5, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 81.0, 41.5, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[20.2, 20.2, 19.6, 19.0, 18.1, 17.3]","[null, 0, 3, null, 0, 0]",hora_diag
30708292205,2026-08-01,Soir,0,17.1,47.5,0.0,6.33,0.0,19.5,19999.86,0.59,"[0.0, 0.0, null, 47.5, 5.0, 33.0]","[0.0, 0.0, null, 0.0, 0.0, null]","[0.0, 0.0, 0.0, 0.0, 5.0, 33.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[20.9, 20.6, 19.8, 18.7, null, 17.5]","[0, 0, null, 0, 0, 1]",hora_diag
30708292205,2026-08-02,Après-midi,0,86.17,100.0,0.0,0.0,0.0,26.55,19999.68,0.38,"[77.0, 43.0, 97.0, 100.0, 100.0, 100.0]","[0.0, null, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[24.4, 26.2, 27.1, 27.7, 27.3, 26.6]","[0, 2, 0, 0, 0, 0]",hora_diag
30708292205,2026-08-02,Matin,0,69.08,100.0,0.0,0.0,0.0,16.15,19999.68,0.76,"[22.5, 54.0, 77.0, 100.0, 61.0, 100.0]","[0.0, 0.0, 0.0, null, 0.0, 0.0]","[null, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[12.5, 12.6, 13.4, 16.8, 19.6, 22.0]","[1, 0, 0, 3, 0, 0]",hora_diag
30708292205,2026-08-02,Nuit,0,0.08,0.5,0.0,0.0,0.0,14.86,19999.75,0.78,"[0.0, 0.0, 0.5, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, null, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[16.7, 15.6, 14.8, 14.2, null, 13.0]","[0, 0, 0, 0, 0, 0]",hora_diag
30708292205,2026-08-02,Soir,0,96.1,100.0,0.0,0.0,0.0,24.28,19999.74,0.44,"[83.0, null, 100.0, 100.0, 100.0, 97.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[26.4, 25.7, 24.5, null, 23.3, 21.5]","[0, null, 0, 0, 0, 0]",hora_diag
30732495786,2026-08-02,Après-midi,2,87.92,100.0,0.0,0.0,0.0,25.72,19999.79,0.41,"[27.5, 100.0, 100.0, 100.0, 100.0, 100.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[23.8, 24.9, 25.6, 26.8, 27.0, 26.2]","[0, 0, 0, 0, 0, 0]",hora_diag
30732495786,2026-08-02,Matin,2,47.67,97.0,0.0,0.0,0.0,15.8,19999.82,0.8,"[5.5, 8.5, 97.0, 80.5, 9.0, 85.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[12.4, 12.2, 13.5, 16.3, 19.0, 21.4]","[0, 0, 0, 0, 0, 0]",hora_diag
30732495786,2026-08-02,Soir,2,66.83,100.0,0.0,0.0,0.0,23.55,19999.85,0.49,"[100.0, 100.0, 100.0, 100.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[25.1, 24.5, 24.6, 23.8, 22.5, 20.8]","[0, 0, 0, 0, 0, 0]",hora_diag
30732495786,2026-08-03,Après-midi,2,87.83,100.0,0.0,0.0,0.0,28.5,19999.74,0.34,"[27.0, 100.0, 100.0, 100.0, 100.0, 100.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[27.9, 28.7, 28.7, 28.5, 28.6, 28.6]","[0, 0, 0, 0, 0, 0]",hora_diag
30732495786,2026-08-03,Matin,2,88.42,100.0,0.0,0.0,0.0,18.37,19999.65,0.78,"[83.0, 97.0, 98.5, 99.5, 100.0, 52.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[14.5, 13.5, 14.6, 18.4, 23.2, 26.0]","[0, 0, 0, 0, 0, 0]",hora_diag
30732495786,2026-08-03,Nuit,0,23.33,80.0,0.0,0.0,0.0,17.12,19999.65,0.67,"[3.0, 80.0, 0.0, 0.0, 0.0, 57.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[19.7, 18.7, 17.7, 16.1, 15.5, 15.0]","[0, 0, 0, 0, 0, 0]",hora_diag
30732495786,2026-08-03,Soir,1,33.25,100.0,0.0,0.0,0.0,25.67,19999.78,0.43,"[100.0, 99.5, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[28.7, 28.6, 27.1, 25.3, 22.9, 21.4]","[0, 0, 0, 0, 0, 0]",hora_diag
30756797312,2026-08-02,Soir,2,67.17,100.0,0.0,11.92,0.0,24.47,19999.7,0.42,"[100.0, 100.0, 100.0, 100.0, 0.0, 3.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 71.5, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[25.6, 24.7, 26.1, 25.8, 23.5, 21.1]","[0, 0, 3, 0, 0, 0]",hora_diag
30756797312,2026-08-03,Après-midi,2,65.83,100.0,0.0,0.33,0.0,29.17,19999.67,0.33,"[75.0, 98.5, 100.0, 100.0, 21.0, 0.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 2.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[27.3, 28.8, 31.0, 29.6, 29.0, 29.3]","[0, 0, 0, 0, 0, 0]",hora_diag
30756797312,2026-08-03,Matin,1,0.17,0.5,0.08,0.0,0.0,18.38,19999.73,0.79,"[0.0, 0.5, 0.5, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.5, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[14.4, 14.0, 15.4, 18.6, 22.5, 25.4]","[0, 0, 0, 0, 0, 0]",hora_diag
30756797312,2026-08-03,Nuit,0,16.67,100.0,0.0,0.0,0.0,17.27,19999.73,0.65,"[100.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[20.0, 18.9, 17.6, 16.7, 15.4, 15.0]","[0, 0, 0, 0, 0, 0]",hora_diag
30756797312,2026-08-03,Soir,0,58.08,100.0,0.0,8.25,0.0,25.12,19999.71,0.45,"[99.0, 100.0, 100.0, 0.0, 0.0, 49.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 49.5]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[30.1, 28.6, 26.1, 23.5, 21.8, 20.6]","[0, 0, 0, 0, 0, 2]",hora_diag
30784634382,2026-08-03,Après-midi,2,96.2,100.0,0.0,37.17,0.0,29.13,19999.83,0.35,"[82.5, 100.0, 98.5, null, 100.0, 100.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 23.0, 0.0, 100.0, 100.0]","[0.0, 0.0, 0.0, null, 0.0, 0.0]","[27.8, 28.3, 29.9, 30.5, 29.4, 28.9]","[0, 0, 3, null, 3, 3]",hora_diag
30784634382,2026-08-03,Matin,1,99.8,100.0,0.0,0.0,0.0,18.38,19999.91,0.75,"[100.0, 100.0, null, 100.0, 100.0, 99.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, null, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[14.7, 14.2, 15.2, 18.5, 22.0, 25.7]","[0, 0, null, 0, 3, 0]",hora_diag
30784634382,2026-08-03,Soir,0,47.0,100.0,0.0,0.08,0.0,24.6,19999.81,0.51,"[82.0, 100.0, 100.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.5, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[28.5, 28.4, 25.2, 23.3, 22.1, 20.1]","[0, 0, 0, 0, 0, 0]",hora_diag
